FLW,Flores Airport,Flores,Portugal,39.45529938,-31.13139915
FAO,Faro Airport,Faro,Portugal,37.01440048,-7.965909958
GRW,Graciosa Airport,Graciosa Island,Portugal,39.09220123,-28.02980042
HOR,Horta Airport,Horta,Portugal,38.51990128,-28.71590042
TER,Lajes Airport,Lajes (terceira Island),Portugal,38.761799,-27.090799
QLR,Monte Real Air Base,Monte Real,Portugal,39.828335,-8.8875
PDL,João Paulo II Airport,Ponta Delgada,Portugal,37.74119949,-25.69790077
PIX,Pico Airport,Pico,Portugal,38.554298,-28.441299
PRM,Portimão Airport,Portimao,Portugal,37.1493,-8.58396
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,41.24810028,-8.681389809
PXO,Porto Santo Airport,Porto Santo,Portugal,33.07339859,-16.35000038
LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,38.7813,-9.13592
SJZ,São Jorge Airport,Sao Jorge Island,Portugal,38.66550064,-28.17580032
VRL,Vila Real Airport,Vila Real,Portugal,41.2743,-7.72047
VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,40.725498,-7.88899
OMO,Mostar International Airport,Mostar,Bosnia and Herzegovina,43.28290176,17.84589958
SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,43.82460022,18.3314991
ARW,Arad International Airport,Arad,Romania,46.17660141,21.26199913
BCM,Bacău Airport,Bacau,Romania,46.52190018,26.9102993
BAY,Tautii Magheraus Airport,Baia Mare,Romania,47.65840149,23.46999931
BBU,Băneasa International Airport,Bucharest,Romania,44.50320053,26.10210037
CND,Mihail Kogălniceanu International Airport,Constanta,Romania,44.36220169,28.48830032
CLJ,Cluj-Napoca International Airport,Cluj-napoca,Romania,46.78519821,23.68619919
CSB,Caransebeş Airport,Caransebes,Romania,45.41999817,22.25329971
CRA,Craiova Airport,Craiova,Romania,44.31809998,23.8885994
IAS,Iaşi Airport,Iasi,Romania,47.17850113,27.62059975
OMR,Oradea International Airport,Oradea,Romania,47.02529907,21.90250015
OTP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085
SBZ,Sibiu International Airport,Sibiu,Romania,45.78559875,24.09129906
SUJ,Satu Mare Airport,Satu Mare,Romania,47.70330048,22.88570023
SCV,Suceava Stefan cel Mare Airport,Suceava,Romania,47.6875,26.35409927
TCE,Tulcea Airport,Tulcea,Romania,45.0625,28.71430016
TGM,Transilvania Târgu Mureş International Airport,Tirgu Mures,Romania,46.46770096,24.41250038
TSR,Timişoara Traian Vuia Airport,Timisoara,Romania,45.80989838,21.33790016
GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138
SIR,Sion Airport,Sion,Switzerland,46.21960068,7.326759815
EML,Emmen Air Base,Emmen,Switzerland,47.092444,8.305184
LUG,Lugano Airport,Lugano,Switzerland,46.00429916,8.910579681
BRN,Bern Belp Airport,Bern,Switzerland,46.91410065,7.497149944
ZHI,Grenchen Airport,Grenchen,Switzerland,47.181599,7.41719
ZRH,Zürich Airport,Zurich,Switzerland,47.464699,8.54917
ACH,St Gallen Altenrhein Airport,Altenrhein,Switzerland,47.48500061,9.560770035
SMV,Samedan Airport,Samedan,Switzerland,46.53409958,9.884110451
ESB,Esenboğa International Airport,Ankara,Turkey,40.12810135,32.99509811
ANK,Etimesgut Air Base,Ankara,Turkey,39.94979858,32.68859863
ADA,Adana Airport,Adana,Turkey,36.98220062,35.28039932
UAB,İncirlik Air Base,Adana,Turkey,37.0021019,35.42589951
AFY,Afyon Airport,Afyon,Turkey,38.72639847,30.60110092
AYT,Antalya International Airport,Antalya,Turkey,36.898701,30.800501
GZT,Gaziantep International Airport,Gaziantep,Turkey,36.94720078,37.47869873
KYA,Konya Airport,Konya,Turkey,37.979,32.561901
MZH,Amasya Merzifon Airport,Merzifon,Turkey,40.829399,35.521999
VAS,Sivas Nuri Demirağ Airport,Sivas,Turkey,39.813801,36.9035
MLX,Malatya Erhaç Airport,Malatya,Turkey,38.43529892,38.0909996
ASR,Kayseri Erkilet Airport,Kayseri,Turkey,38.770401,35.49539948
TJK,Tokat Airport,Tokat,Turkey,40.30743027,36.36740875
DNZ,Çardak Airport,Denizli,Turkey,37.78559875,29.70129967
ISL,Atatürk International Airport,Istanbul,Turkey,40.976898,28.8146
BZI,Balıkesir Merkez Airport,Balikesir,Turkey,39.61930084,27.9260006
BDM,Bandırma Airport,Bandirma,Turkey,40.31800079,27.97769928
ESK,Eskişehir Air Base,Eskisehir,Turkey,39.78409958,30.58209991
ADB,Adnan Menderes International Airport,Izmir,Turkey,38.29240036,27.15699959
IGL,Çiğli Airport,Izmir,Turkey,38.51300049,27.01009941
KCO,Cengiz Topel Airport,Topel,Turkey,40.73500061,30.08329964
DLM,Dalaman International Airport,Dalaman,Turkey,36.71310043,28.79249954
BXN,Imsık Airport,Bodrum,Turkey,37.14009857,27.66970062
EZS,Elazığ Airport,Elazig,Turkey,38.60689926,39.29140091
DIY,Diyarbakir Airport,Diyabakir,Turkey,37.89390183,40.20100021
ERC,Erzincan Airport,Erzincan,Turkey,39.71020126,39.52700043
ERZ,Erzurum International Airport,Erzurum,Turkey,39.95650101,41.17020035
TZX,Trabzon International Airport,Trabzon,Turkey,40.99509811,39.78969955
VAN,Van Ferit Melen Airport,Van,Turkey,38.46820068,43.33229828
BAL,Batman Airport,Batman,Turkey,37.92900085,41.11660004
SXZ,Siirt Airport,Siirt,Turkey,37.97890091,41.8404007
BZY,Bălți International Airport,Saltsy,Moldova,47.843056,27.777222
KIV,Chişinău International Airport,Chisinau,Moldova,46.92770004,28.93099976
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,41.18,20.7423
SKP,Skopje Alexander the Great Airport,Skopje,Macedonia,41.961601,21.621401
GIB,Gibraltar Airport,Gibraltar,Gibraltar,36.15119934,-5.34965992
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,44.81840134,20.3090992
INI,Nis Airport,Nis,Serbia,43.337299,21.853701
TGD,Podgorica Airport,Podgorica,Montenegro,42.359402,19.2519
PRN,Priština International Airport,Pristina,Serbia,42.5728,21.035801
TIV,Tivat Airport,Tivat,Montenegro,42.40470123,18.72330093
BTS,M. R. Štefánik Airport,Bratislava,Slovakia,48.17020035,17.21269989
KSC,Košice Airport,Kosice,Slovakia,48.6631012,21.24110031
PZY,Piešťany Airport,Piestany,Slovakia,48.62519836,17.82839966
SLD,Sliač Airport,Sliac,Slovakia,48.63779831,19.13409996
TAT,Poprad-Tatry Airport,Poprad,Slovakia,49.07360077,20.24110031
NCA,North Caicos Airport,North Caicos,Turks and Caicos Islands,21.9175,-71.939598
PLS,Providenciales Airport,Providenciales,Turks and Caicos Islands,21.77359962,-72.26589966
XSC,South Caicos Airport,South Caicos,Turks and Caicos Islands,21.51569939,-71.52850342
BRX,Maria Montez International Airport,Barahona,Dominican Republic,18.25149918,-71.12039948
CBJ,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,17.92900085,-71.64479828
LRM,Casa De Campo International Airport,La Romana,Dominican Republic,18.45070076,-68.91179657
PUJ,Punta Cana International Airport,Punta Cana,Dominican Republic,18.56739998,-68.36340332
POP,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,19.75790024,-70.56999969
SDQ,Las Américas International Airport,Santo Domingo,Dominican Republic,18.42970085,-69.66889954
STI,Cibao International Airport,Santiago,Dominican Republic,19.40609932,-70.60469818
CBV,Coban Airport,Coban,Guatemala,15.46899986,-90.40670013
GUA,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496
RER,Retalhuleu Airport,Retalhuleu,Guatemala,14.52099991,-91.69730377
GSJ,San José Airport,San Jose,Guatemala,13.93620014,-90.83580017
LCE,Goloson International Airport,La Ceiba,Honduras,15.7425,-86.852997
SAP,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,15.4526,-87.923599
GJA,La Laguna Airport,Guanaja,Honduras,16.4454,-85.906601
RTB,Juan Manuel Galvez International Airport,Roatan,Honduras,16.316799,-86.523003
TEA,Tela Airport,Tela,Honduras,15.7759,-87.4758
TGU,Toncontín International Airport,Tegucigalpa,Honduras,14.06089973,-87.21720123
TJI,Trujillo Airport,Trujillo,Honduras,15.9268,-85.938202
OCJ,Boscobel Aerodrome,Ocho Rios,Jamaica,18.4041996,-76.96900177
KIN,Norman Manley International Airport,Kingston,Jamaica,17.93569946,-76.78749847
MBJ,Sangster International Airport,Montego Bay,Jamaica,18.50370026,-77.91339874
POT,Ken Jones Airport,Port Antonio,Jamaica,18.19879913,-76.53450012
KTP,Tinson Pen Airport,Kingston,Jamaica,17.98859978,-76.82379913
ACA,General Juan N Alvarez International Airport,Acapulco,Mexico,16.75709915,-99.7539978
NTR,Del Norte International Airport,Monterrey,Mexico,25.865601,-100.237
AGU,Jesús Terán Paredo International Airport,Aguascalientes,Mexico,21.705601,-102.318001
HUX,Bahías de Huatulco International Airport,Huatulco,Mexico,15.7753,-96.262604
CVJ,General Mariano Matamoros Airport,Cuernavaca,Mexico,18.83480072,-99.26129913
ACN,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,29.332899,-101.098998
CME,Ciudad del Carmen International Airport,Ciudad Del Carmen,Mexico,18.65369987,-91.7990036
NCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,30.3974,-107.875
CUL,Bachigualato Federal International Airport,Culiacan,Mexico,24.76449966,-107.4749985
CTM,Chetumal International Airport,Chetumal,Mexico,18.50469971,-88.32679749
CEN,Ciudad Obregón International Airport,Ciudad Obregon,Mexico,27.39259911,-109.8330002
CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,Mexico,19.81679916,-90.50029755
CJS,Abraham González International Airport,Ciudad Juarez,Mexico,31.63610077,-106.4290009
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,28.70289993,-105.9649963
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,23.70330048,-98.95649719
CZM,Cozumel International Airport,Cozumel,Mexico,20.5223999,-86.92559814
DGO,General Guadalupe Victoria International Airport,Durango,Mexico,24.12420082,-104.5279999
TPQ,Amado Nervo National Airport,Tepic,Mexico,21.4195,-104.843002
ESE,Ensenada International Airport,Ensenada,Mexico,31.7953,-116.602997
GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,20.52179909,-103.310997
GYM,General José María Yáñez International Airport,Guaymas,Mexico,27.96899986,-110.9250031
TCN,Tehuacan Airport,Tehuacan,Mexico,18.49720001,-97.41989899
HMO,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,29.09589958,-111.0479965
CLQ,Licenciado Miguel de la Madrid Airport,Colima,Mexico,19.277,-103.577002
ISJ,Isla Mujeres Airport,Isla Mujeres,Mexico,21.24500084,-86.73999786
SLW,Plan De Guadalupe International Airport,Saltillo,Mexico,25.54949951,-100.9290009
IZT,Ixtepec Airport,Iztepec,Mexico,16.449301,-95.093697
LZC,Lázaro Cárdenas Airport,Lazard Cardenas,Mexico,18.00169945,-102.2210007
LMM,Valle del Fuerte International Airport,Los Mochis,Mexico,25.68519974,-109.0810013
BJX,Del Bajío International Airport,Del Bajio,Mexico,20.9935,-101.481003
LAP,Manuel Márquez de León International Airport,La Paz,Mexico,24.0727005,-110.3619995
LTO,Loreto International Airport,Loreto,Mexico,25.98920059,-111.3479996
MAM,General Servando Canales International Airport,Matamoros,Mexico,25.76989937,-97.52529907
MID,Licenciado Manuel Crescencio Rejon Int Airport,Merida,Mexico,20.93700027,-89.65769959
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,32.6306,-115.241997
MLM,General Francisco J. Mujica International Airport,Morelia,Mexico,19.84989929,-101.0250015
MTT,Minatitlán/Coatzacoalcos National Airport,Minatitlan,Mexico,18.10339928,-94.58070374
LOV,Monclova International Airport,Monclova,Mexico,26.9557,-101.470001
MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,19.4363,-99.072098
MTY,General Mariano Escobedo International Airport,Monterrey,Mexico,25.7784996,-100.1070023
MZT,General Rafael Buelna International Airport,Mazatlan,Mexico,23.16139984,-106.2659988
NOG,Nogales International Airport,Nogales,Mexico,31.22610092,-110.9759979
NLD,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,27.44389915,-99.57050323
OAX,Xoxocotlán International Airport,Oaxaca,Mexico,16.99990082,-96.72660065
PAZ,El Tajín National Airport,Poza Rico,Mexico,20.60269928,-97.46080017
PBC,Hermanos Serdán International Airport,Puebla,Mexico,19.15810013,-98.37139893
PPE,Mar de Cortés International Airport,Punta Penasco,Mexico,31.351987,-113.305177
PDS,Piedras Negras International Airport,Piedras Negras,Mexico,28.627399,-100.535004
UPN,Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,19.39669991,-102.0390015
PVR,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,20.68009949,-105.2539978
PXM,Puerto Escondido International Airport,Puerto Escondido,Mexico,15.8769,-97.089103
QRO,Querétaro Intercontinental Airport,Queretaro,Mexico,20.6173,-100.185997
REX,General Lucio Blanco International Airport,Reynosa,Mexico,26.0089,-98.2285
SJD,Los Cabos International Airport,San Jose Del Cabo,Mexico,23.15180016,-109.7210007
SFH,San Felipe International Airport,San Filipe,Mexico,30.93020058,-114.8089981
SLP,Ponciano Arriaga International Airport,San Luis Potosi,Mexico,22.25429916,-100.9309998
TRC,Francisco Sarabia International Airport,Torreon,Mexico,25.56830025,-103.4110031
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez,Mexico,16.56360054,-93.02249908
TIJ,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,32.54109955,-116.9700012
TAM,General Francisco Javier Mina International Airport,Tampico,Mexico,22.29640007,-97.86589813
TSL,Tamuin Airport,Tamuin,Mexico,22.0383,-98.806502
TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,Mexico,19.33709908,-99.56600189
TAP,Tapachula International Airport,Tapachula,Mexico,14.79430008,-92.37000275
CUN,Cancún International Airport,Cancun,Mexico,21.03650093,-86.87709808
VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,17.99699974,-92.81739807
VER,General Heriberto Jara International Airport,Vera Cruz,Mexico,19.14590073,-96.18730164
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,Mexico,22.89710045,-102.6869965
ZIH,Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,17.60160065,-101.4609985
ZMM,Zamora Airport,Zamora,Mexico,20.045,-102.276001
ZLO,Playa De Oro International Airport,Manzanillo,Mexico,19.14480019,-104.5589981
BEF,Bluefields Airport,Bluefields,Nicaragua,11.99100018,-83.77410126
MGA,Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,12.14150047,-86.16819763
PUZ,Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,14.0472002,-83.38670349
BOC,Bocas Del Toro International Airport,Bocas Del Toro,Panama,9.340849876,-82.25080109
CHX,Cap Manuel Niño International Airport,Changuinola,Panama,9.458962,-82.515062
DAV,Enrique Malek International Airport,David,Panama,8.390999794,-82.43499756
BLB,Panama Pacific International Airport,Howard,Panama,8.91479,-79.599602
PAC,Marcos A. Gelabert International Airport,Panama,Panama,8.973340034,-79.55560303
SYP,Ruben Cantu Airport,Santiago,Panama,8.085599899,-80.94529724
PTY,Tocumen International Airport,Panama City,Panama,9.071359634,-79.38349915
BAI,Buenos Aires Airport,Buenos Aires,Costa Rica,9.163949,-83.330171
OTR,Coto 47 Airport,Coto 47,Costa Rica,8.601559639,-82.96859741
JAP,Chacarita Airport,Chacarita,Costa Rica,9.981410027,-84.77269745
GLF,Golfito Airport,Golfito,Costa Rica,8.654009819,-83.18219757
GPL,Guapiles Airport,Guapiles,Costa Rica,10.21720028,-83.79699707
LIR,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,10.5933,-85.544403
LSL,Los Chiles Airport,Los Chiles,Costa Rica,11.03530025,-84.70610046
LIO,Limon International Airport,Limon,Costa Rica,9.957960129,-83.02200317
NOB,Nosara Airport,Nosara Beach,Costa Rica,9.976490021,-85.65299988
SJO,Juan Santamaria International Airport,San Jose,Costa Rica,9.993860245,-84.20880127
PMZ,Palmar Sur Airport,Palmar Sur,Costa Rica,8.951029778,-83.46859741
XQP,Quepos Managua Airport,Quepos,Costa Rica,9.443160057,-84.12979889
TOO,San Vito De Java Airport,San Vito De Jaba,Costa Rica,8.826109886,-82.95890045
SAL,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,13.4409,-89.055702
CYA,Les Cayes Airport,Cayes,Haiti,18.27109909,-73.78829956
CAP,Cap Haitien International Airport,Cap Haitien,Haiti,19.733,-72.194702
JAK,Jacmel Airport,Jacmel,Haiti,18.24110031,-72.51850128
PAP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992,-72.29250336
BCA,Gustavo Rizo Airport,Baracoa Playa,Cuba,20.36529922,-74.5062027
BYM,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,20.39640045,-76.62139893
AVI,Maximo Gomez Airport,Ciego De Avila,Cuba,22.02709961,-78.78959656
CCC,Jardines Del Rey Airport,Cunagua,Cuba,22.46100044,-78.32839966
CFG,Jaime Gonzalez Airport,Cienfuegos,Cuba,22.14999962,-80.41419983
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,21.61650085,-81.54599762
CMW,Ignacio Agramonte International Airport,Camaguey,Cuba,21.42029953,-77.84750366
SCU,Antonio Maceo International Airport,Santiago De Cuba,Cuba,19.96980095,-75.83540344
NBW,Leeward Point Field,Guantanamo,Cuba,19.90649986,-75.20709991
GAO,Mariana Grajales Airport,Guantanamo,Cuba,20.08530045,-75.15830231
HAV,José Martí International Airport,Havana,Cuba,22.98920059,-82.40910339
HOG,Frank Pais International Airport,Holguin,Cuba,20.78560066,-76.31510162
LCL,La Coloma Airport,La Coloma,Cuba,22.33609962,-83.64189911
MOA,Orestes Acosta Airport,Moa,Cuba,20.65390015,-74.92220306
MZO,Sierra Maestra Airport,Manzanillo,Cuba,20.28809929,-77.08920288
GER,Rafael Cabrera Airport,Nueva Gerona,Cuba,21.83469963,-82.78379822
UPB,Playa Baracoa Airport,Baracoa Playa,Cuba,23.03280067,-82.57939911
QPD,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,22.42140007,-83.67839813
SNU,Abel Santamaria Airport,Santa Clara,Cuba,22.49220085,-79.94360352
SZJ,Siguanea Airport,Siguanea,Cuba,21.64249992,-82.95510101
USS,Sancti Spiritus Airport,Sancti Spiritus,Cuba,21.9704,-79.442703
VRA,Juan Gualberto Gomez International Airport,Varadero,Cuba,23.03440094,-81.43530273
VTU,Hermanos Ameijeiras Airport,Las Tunas,Cuba,20.98760033,-76.93579865
CYB,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,19.68700027,-79.88279724
GCM,Owen Roberts International Airport,Georgetown,Cayman Islands,19.2928009,-81.35769653
MAY,Clarence A. Bain Airport,Clarence Bain,Bahamas,24.28770065,-77.68460083
ASD,Andros Town Airport,Andros Town,Bahamas,24.69790077,-77.79560089
MHH,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,26.5114,-77.083503
SAQ,San Andros Airport,San Andros,Bahamas,25.05380058,-78.0490036
AXP,Spring Point Airport,Spring Point,Bahamas,22.44179916,-73.97090149
TCB,Treasure Cay Airport,Treasure Cay,Bahamas,26.74530029,-77.39129639
CCZ,Chub Cay Airport,Chub Cay,Bahamas,25.41710091,-77.88089752
GHC,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,25.7383,-77.840103
BIM,South Bimini Airport,Alice Town,Bahamas,25.69989967,-79.26470184
GGT,Exuma International Airport,Great Exuma,Bahamas,23.56259918,-75.87799835
ELH,North Eleuthera Airport,North Eleuthera,Bahamas,25.47489929,-76.6835022
GHB,Governor's Harbour Airport,Governor's Harbor,Bahamas,25.28470039,-76.33100128
NMC,Normans Cay Airport,Norman's Cay,Bahamas,24.59429932,-76.82019806
RSD,Rock Sound Airport,Rock Sound,Bahamas,24.89507873,-76.17688179
TYM,Staniel Cay Airport,Staniel Cay,Bahamas,24.16909981,-76.43910217
FPO,Grand Bahama International Airport,Freeport,Bahamas,26.55870056,-78.69560242
IGA,Inagua Airport,Matthew Town,Bahamas,20.97500038,-73.66690063
LGI,Deadman's Cay Airport,Dead Man's Cay,Bahamas,23.17900085,-75.09359741
SML,Stella Maris Airport,Stella Maris,Bahamas,23.582317,-75.268621
MYG,Mayaguana Airport,Mayaguana,Bahamas,22.379499,-73.013494
NAS,Lynden Pindling International Airport,Nassau,Bahamas,25.03899956,-77.46620178
DCT,Duncan Town Airport,Duncan Town,Bahamas,22.18180084,-75.72949982
RCY,Rum Cay Airport,Port Nelson,Bahamas,23.68440056,-74.8361969
ZSA,San Salvador Airport,Cockburn Town,Bahamas,24.06329918,-74.52400208
BZE,Philip S. W. Goldson International Airport,Belize City,Belize,17.53910065,-88.30819702
AIT,Aitutaki Airport,Aitutaki,Cook Islands,-18.83090019,-159.7640076
RAR,Rarotonga International Airport,Avarua,Cook Islands,-21.20269966,-159.8059998
NAN,Nadi International Airport,Nandi,Fiji,-17.7553997,177.4429932
SUV,Nausori International Airport,Nausori,Fiji,-18.04330063,178.5590057
TBU,Fua'amotu International Airport,Tongatapu,Tonga,-21.24119949,-175.1499939
VAV,Vava'u International Airport,Vava'u,Tonga,-18.58530045,-173.9620056
TRW,Bonriki International Airport,Tarawa,Kiribati,1.381639957,173.1470032
TBF,Tabiteuea North Airport,Tabiteuea North,Kiribati,-1.224470019,174.776001
WLS,Hihifo Airport,Wallis,Wallis and Futuna,-13.23830032,-176.1990051
APW,Faleolo International Airport,Faleolo,Samoa,-13.82999992,-172.0079956
PPG,Pago Pago International Airport,Pago Pago,American Samoa,-14.33100033,-170.7100067
RUR,Rurutu Airport,Rurutu,French Polynesia,-22.4340992,-151.3609924
TUB,Tubuai Airport,Tubuai,French Polynesia,-23.36540031,-149.5240021
AAA,Anaa Airport,Anaa,French Polynesia,-17.3526001,-145.5099945
FGU,Fangatau Airport,Fangatau,French Polynesia,-15.81989956,-140.8869934
TIH,Tikehau Airport,Tikehau,French Polynesia,-15.1196003,-148.2310028
REA,Reao Airport,Reao,French Polynesia,-18.46590042,-136.4400024
FAV,Fakarava Airport,Fakarava,French Polynesia,-16.05410004,-145.6569977
XMH,Manihi Airport,Manihi,French Polynesia,-14.4368,-146.0700073
GMR,Totegegie Airport,Totegegie,French Polynesia,-23.07990074,-134.8899994
KKR,Kaukura Airport,Kaukura Atoll,French Polynesia,-15.66329956,-146.8849945
MKP,Makemo Airport,Makemo,French Polynesia,-16.58390045,-143.6580048
PKP,Puka Puka Airport,Puka Puka,French Polynesia,-14.80949974,-138.8130035
TKP,Takapoto Airport,Takapoto,French Polynesia,-14.70950031,-145.2460022
AXR,Arutua Airport,Arutua,French Polynesia,-15.2482996,-146.6170044
MVT,Mataiva Airport,Mataiva,French Polynesia,-14.86810017,-148.7169952
TKX,Takaroa Airport,Takaroa,French Polynesia,-14.45580006,-145.0249939
NHV,Nuku Hiva Airport,Nuku Hiva,French Polynesia,-8.795599937,-140.2290039
BOB,Bora Bora Airport,Bora Bora,French Polynesia,-16.44440079,-151.7510071
RGI,Rangiroa Airport,Rangiroa,French Polynesia,-14.95429993,-147.6609955
HUH,Huahine-Fare Airport,Huahine Island,French Polynesia,-16.68720055,-151.0220032
MOZ,Moorea Airport,Moorea,French Polynesia,-17.49,-149.761993
HOI,Hao Airport,Hao Island,French Polynesia,-18.07480049,-140.9459991
MAU,Maupiti Airport,Maupiti,French Polynesia,-16.42650032,-152.2440033
RFP,Raiatea Airport,Raiatea Island,French Polynesia,-16.7229,-151.466003
VLI,Bauerfield International Airport,Port-vila,Vanuatu,-17.69930077,168.3200073
KNQ,Koné Airport,Kone,New Caledonia,-21.05430031,164.8370056
KOC,Koumac Airport,Koumac,New Caledonia,-20.54630089,164.2559967
LIF,Lifou Airport,Lifou,New Caledonia,-20.77479935,167.2400055
GEA,Nouméa Magenta Airport,Noumea,New Caledonia,-22.25830078,166.4730072
MEE,Maré Airport,Mare,New Caledonia,-21.4817009,168.0379944
TOU,Touho Airport,Touho,New Caledonia,-20.79000092,165.2590027
UVE,Ouvéa Airport,Ouvea,New Caledonia,-20.6406002,166.572998
NOU,La Tontouta International Airport,Noumea,New Caledonia,-22.01460075,166.2129974
AKL,Auckland International Airport,Auckland,New Zealand,-37.0080986,174.7920074
TUO,Taupo Airport,Taupo,New Zealand,-38.73970032,176.0839996
AMZ,Ardmore Airport,Ardmore,New Zealand,-37.02970123,174.9730072
CHC,Christchurch International Airport,Christchurch,New Zealand,-43.48939896,172.5319977
CHT,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,-43.81000137,-176.4570007
DUD,Dunedin Airport,Dunedin,New Zealand,-45.92810059,170.197998
GIS,Gisborne Airport,Gisborne,New Zealand,-38.66329956,177.9779968
GTN,Glentanner Airport,Glentanner,New Zealand,-43.90670013,170.128006
HKK,Hokitika Airfield,Hokitika,New Zealand,-42.71360016,170.9850006
HLZ,Hamilton International Airport,Hamilton,New Zealand,-37.86669922,175.3320007
KKE,Kerikeri Airport,Kerikeri,New Zealand,-35.26279831,173.9120026
KAT,Kaitaia Airport,Kaitaia,New Zealand,-35.06999969,173.2850037
ALR,Alexandra Airport,Alexandra,New Zealand,-45.21170044,169.3730011
MON,Mount Cook Airport,Mount Cook,New Zealand,-43.76499939,170.1329956
TEU,Manapouri Airport,Manapouri,New Zealand,-45.53310013,167.6499939
MRO,Hood Airport,Masterton,New Zealand,-40.97330093,175.6340027
NPL,New Plymouth Airport,New Plymouth,New Zealand,-39.00859833,174.1790009
NSN,Nelson Airport,Nelson,New Zealand,-41.2983017,173.220993
IVC,Invercargill Airport,Invercargill,New Zealand,-46.41239929,168.3130035
OHA,RNZAF Base Ohakea,Ohakea,New Zealand,-40.20600128,175.3880005
OAM,Oamaru Airport,Oamaru,New Zealand,-44.97000122,171.0820007
PMR,Palmerston North Airport,Palmerston North,New Zealand,-40.3205986,175.6170044
PPQ,Paraparaumu Airport,Paraparaumu,New Zealand,-40.90470123,174.9889984
ZQN,Queenstown International Airport,Queenstown International,New Zealand,-45.02109909,168.7389984
ROT,Rotorua Regional Airport,Rotorua,New Zealand,-38.10919952,176.3170013
TRG,Tauranga Airport,Tauranga,New Zealand,-37.6719017,176.1959991
TIU,Timaru Airport,Timaru,New Zealand,-44.30279922,171.2250061
TWZ,Pukaki Airport,Pukaki,New Zealand,-44.23500061,170.1179962
BHE,Woodbourne Airport,Woodbourne,New Zealand,-41.5182991,173.8699951
WKA,Wanaka Airport,Wanaka,New Zealand,-44.72219849,169.2460022
WHK,Whakatane Airport,Whakatane,New Zealand,-37.92060089,176.9140015
WLG,Wellington International Airport,Wellington,New Zealand,-41.32720184,174.8049927
WIR,Wairoa Airport,Wairoa,New Zealand,-39.00690079,177.4069977
WRE,Whangarei Airport,Whangarei,New Zealand,-35.7682991,174.3650055
WSZ,Westport Airport,Westport,New Zealand,-41.73809814,171.5809937
WAG,Wanganui Airport,Wanganui,New Zealand,-39.96220016,175.0249939
HEA,Herat Airport,Herat,Afghanistan,34.20999908,62.22829819
JAA,Jalalabad Airport,Jalalabad,Afghanistan,34.39979935,70.49859619
KBL,Hamid Karzai International Airport,Kabul,Afghanistan,34.565899,69.212303
KDH,Kandahar Airport,Kandahar,Afghanistan,31.50580025,65.84780121
MMZ,Maimana Airport,Maimama,Afghanistan,35.93080139,64.7609024
MZR,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.70690155,67.20970154
OAH,Shindand Airport,Shindand,Afghanistan,33.3913002,62.26100159
